DmConnection;Connections;Connection;;;;;;;;;;
[NAME][100][1];[CHANNEL][101][1];[CHANNELUNIT][102][1];[PARAMS][103][1];;;;;;;;;
pbt-SCD-U-TREIBER_1_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD; 0 in  Word DB450,DW177;0;;;;
pbt-SCD-U-TREIBER_1_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD; 0 in  Word DB450,DW237;0;;;;
pbt-SCD-U-TREIBER_2_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD;4 in  Word DB450,DW177;0;;;;
pbt-SCD-U-TREIBER_2_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD;4 in  Word DB450,DW197;0;;;;
pbt-SCD-U-TREIBER_2_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD;4 in  Word DB450,DW217;0;;;;
pbt-SCD-U-TREIBER_2_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD;4 in  Word DB450,DW237;0;;;;
pbt-SCD-U-TREIBER_2_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD;5 in  Word DB450,DW177;0;;;;
pbt-SCD-U-TREIBER_2_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD;5 in  Word DB450,DW197;0;;;;
pbt-SCD-U-TREIBER_2_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD;5 in  Word DB450,DW217;0;;;;
pbt-SCD-U-TREIBER_2_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD;5 in  Word DB450,DW237;0;;;;
pbt-SCD-U-TREIBER_2_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD;3 in  Word DB450,DW177;0;;;;
pbt-SCD-U-TREIBER_2_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD;3 in  Word DB450,DW197;0;;;;
pbt-SCD-U-TREIBER_2_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD;3 in  Word DB450,DW217;0;;;;
pbt-SCD-U-TREIBER_2_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD;3 in  Word DB450,DW237;0;;;;
pbt-SCD-U-TREIBER_3_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD;7 in  Word DB450,DW177;0;;;;
pbt-SCD-U-TREIBER_3_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD;7 in  Word DB450,DW197;0;;;;
pbt-SCD-U-TREIBER_3_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD;7 in  Word DB450,DW217;0;;;;
pbt-SCD-U-TREIBER_3_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD;7 in  Word DB450,DW237;0;;;;
pbt-SCD-U-TREIBER_3_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD; 0 in  Word DB451,DW178;0;;;;
pbt-SCD-U-TREIBER_3_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD; 0 in  Word DB451,DW198;0;;;;
pbt-SCD-U-TREIBER_3_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD; 0 in  Word DB451,DW218;0;;;;
pbt-SCD-U-TREIBER_3_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD; 0 in  Word DB451,DW238;0;;;;
pbt-SCD-U-TREIBER_3_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD;6 in  Word DB450,DW177;0;;;;
pbt-SCD-U-TREIBER_3_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD;6 in  Word DB450,DW197;0;;;;
pbt-SCD-U-TREIBER_3_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD;6 in  Word DB450,DW217;0;;;;
pbt-SCD-U-TREIBER_3_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD;6 in  Word DB450,DW237;0;;;;
pbt-SCD-U-TREIBER_4_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD; 2 in  Word DB451,DW178;0;;;;
pbt-SCD-U-TREIBER_4_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD; 2 in  Word DB451,DW198;0;;;;
pbt-SCD-U-TREIBER_4_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD; 2 in  Word DB451,DW218;0;;;;
pbt-SCD-U-TREIBER_4_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD; 2 in  Word DB451,DW238;0;;;;
pbt-SCD-U-TREIBER_4_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD; 3 in  Word DB451,DW178;0;;;;
pbt-SCD-U-TREIBER_4_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD; 3 in  Word DB451,DW198;0;;;;
pbt-SCD-U-TREIBER_4_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD; 3 in  Word DB451,DW218;0;;;;
pbt-SCD-U-TREIBER_4_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD; 3 in  Word DB451,DW238;0;;;;
pbt-SCD-U-TREIBER_4_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD; 1 in  Word DB451,DW178;0;;;;
pbt-SCD-U-TREIBER_4_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD; 1 in  Word DB451,DW198;0;;;;
pbt-SCD-U-TREIBER_4_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD; 1 in  Word DB451,DW218;0;;;;
pbt-SCD-U-TREIBER_4_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD; 1 in  Word DB451,DW238;0;;;;
pbt-SCD-U-TREIBER_5_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD; 5 in  Word DB451,DW178;0;;;;
pbt-SCD-U-TREIBER_5_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD; 5 in  Word DB451,DW198;0;;;;
pbt-SCD-U-TREIBER_5_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD; 5 in  Word DB451,DW218;0;;;;
pbt-SCD-U-TREIBER_5_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD; 5 in  Word DB451,DW238;0;;;;
pbt-SCD-U-TREIBER_5_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD; 6 in  Word DB451,DW178;0;;;;
pbt-SCD-U-TREIBER_5_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD; 6 in  Word DB451,DW198;0;;;;
pbt-SCD-U-TREIBER_5_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD; 6 in  Word DB451,DW218;0;;;;
pbt-SCD-U-TREIBER_5_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD; 6 in  Word DB451,DW238;0;;;;
pbt-SCD-U-TREIBER_5_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD; 4 in  Word DB451,DW178;0;;;;
pbt-SCD-U-TREIBER_5_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD; 4 in  Word DB451,DW198;0;;;;
pbt-SCD-U-TREIBER_5_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD; 4 in  Word DB451,DW218;0;;;;
pbt-SCD-U-TREIBER_5_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD; 4 in  Word DB451,DW238;0;;;;
pbt-SCD-U-TREIBER_6_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD; 0 in  Word DB450,DW178;0;;;;
pbt-SCD-U-TREIBER_6_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD; 0 in  Word DB450,DW198;0;;;;
pbt-SCD-U-TREIBER_6_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD; 0 in  Word DB450,DW218;0;;;;
pbt-SCD-U-TREIBER_6_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD; 0 in  Word DB450,DW238;0;;;;
pbt-SCD-U-TREIBER_6_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD; 1 in  Word DB450,DW178;0;;;;
pbt-SCD-U-TREIBER_6_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD; 1 in  Word DB450,DW198;0;;;;
pbt-SCD-U-TREIBER_6_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD; 1 in  Word DB450,DW218;0;;;;
pbt-SCD-U-TREIBER_6_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD; 1 in  Word DB450,DW238;0;;;;
pbt-SCD-U-TREIBER_6_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCD; 7 in  Word DB451,DW178;0;;;;
pbt-SCD-U-TREIBER_6_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD; 7 in  Word DB451,DW198;0;;;;
pbt-SCD-U-TREIBER_6_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD; 7 in  Word DB451,DW218;0;;;;
pbt-SCD-U-TREIBER_6_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD; 7 in  Word DB451,DW238;0;;;;
pbt-SCD-U-TREIBER1_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD; 1 in  Word DB450,DW197;0;;;;
pbt-SCD-U-TREIBER1_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD; 1 in  Word DB450,DW217;0;;;;
pbt-SCD-U-TREIBER1_ANSTELLUNG_GESCHL_KS-DRUCK_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCD; 1 in  Word DB450,DW237;0;;;;
pbt-SCD-U-TREIBER1_ANSTELLUNG_GESCHL_WS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD;2 in  Word DB450,DW217;0;;;;
pbt-SCD-U-TREIBER1_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCD; 0 in  Word DB450,DW197;0;;;;
pbt-SCD-U-TREIBER1_ANSTELLUNG_OFFEN_KS-DRUCK_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCD; 0 in  Word DB450,DW217;0;;;;
pbt-SCM-D-KK_WERTE_ANZEIGEN;;Binary Tag;1;;Common_PLC-1;SCM; 6 in  Word DB459,DW15;0;;;;
pbt-SCM-D-KK_WERTE_UBERNEHMEN;;Binary Tag;1;;Common_PLC-1;SCM; 7 in  Word DB459,DW15;0;;;;
pbt-SCM-D-QUALNUMMER_QUELLE_COMPUTER_ANWAHL_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCM; 2 in  Word DB459,DW50;0;;;;
pbt-SCM-D-QUALNUMMER_QUELLE_COMPUTER_ANWAHL_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCM; 2 in  Word DB459,DW70;0;;;;
pbt-SCM-D-QUALNUMMER_QUELLE_COMPUTER_ANWAHL_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCM; 2 in  Word DB459,DW90;0;;;;
pbt-SCM-D-QUALNUMMER_QUELLE_COMPUTER_ANWAHL_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCM; 2 in  Word DB459,DW110;0;;;;
pbt-SCM-D-QUALNUMMER_QUELLE_LEVEL_1_ANWAHL_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCM; 3 in  Word DB459,DW50;0;;;;
pbt-SCM-D-QUALNUMMER_QUELLE_LEVEL_1_ANWAHL_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCM; 3 in  Word DB459,DW70;0;;;;
pbt-SCM-D-QUALNUMMER_QUELLE_LEVEL_1_ANWAHL_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCM; 3 in  Word DB459,DW90;0;;;;
pbt-SCM-D-QUALNUMMER_QUELLE_LEVEL_1_ANWAHL_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCM; 3 in  Word DB459,DW110;0;;;;
pbt-SCM-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_WA_ZO1-3_STRG_1;;Binary Tag;1;;Common_PLC-1;SCM; 7 in  Word DB459,DW50;0;;;;
pbt-SCM-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_WA_ZO1-3_STRG_2;;Binary Tag;1;;Common_PLC-1;SCM; 7 in  Word DB459,DW70;0;;;;
pbt-SCM-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_WA_ZO1-3_STRG_3;;Binary Tag;1;;Common_PLC-1;SCM; 7 in  Word DB459,DW90;0;;;;
pbt-SCM-D-SWQUELLE_BEDIENER_ANWAHL_REGLER_WA_ZO1-3_STRG_4;;Binary Tag;1;;Common_PLC-1;SCM; 7 in  Word DB459,DW110;0;;;;
pbt-SCM-D-SWQUELLE_COMPUTER_ANWAHL_REGLER_WA_ZO1-3_STRG_1;;Binary Tag;1;;Common_PLC-1;SCM; 0 in  Word DB458,DW50;0;;;;
pbt-SCM-D-SWQUELLE_COMPUTER_ANWAHL_REGLER_WA_ZO1-3_STRG_2;;Binary Tag;1;;Common_PLC-1;SCM; 0 in  Word DB458,DW70;0;;;;
pbt-SCM-D-SWQUELLE_COMPUTER_ANWAHL_REGLER_WA_ZO1-3_STRG_3;;Binary Tag;1;;Common_PLC-1;SCM; 0 in  Word DB458,DW90;0;;;;
pbt-SCM-D-SWQUELLE_COMPUTER_ANWAHL_REGLER_WA_ZO1-3_STRG_4;;Binary Tag;1;;Common_PLC-1;SCM; 0 in  Word DB458,DW110;0;;;;
pbt-SCM-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_WA_ZO1-3_STRG_1;;Binary Tag;1;;Common_PLC-1;SCM;4 in  Word DB458,DW50;0;;;;
pbt-SCM-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_WA_ZO1-3_STRG_2;;Binary Tag;1;;Common_PLC-1;SCM;4 in  Word DB458,DW70;0;;;;
pbt-SCM-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_WA_ZO1-3_STRG_3;;Binary Tag;1;;Common_PLC-1;SCM;4 in  Word DB458,DW90;0;;;;
pbt-SCM-D-SWQUELLE_LEVEL_1_ANWAHL_REGLER_WA_ZO1-3_STRG_4;;Binary Tag;1;;Common_PLC-1;SCM;4 in  Word DB458,DW110;0;;;;
pbt-SCM-U-LUFT_REGLER_ZONE_2_MIN_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCM; 6 in  Word DB451,DW179;0;;;;
pbt-SCM-U-LUFT_REGLER_ZONE_2_MIN_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCM; 6 in  Word DB451,DW199;0;;;;
pbt-SCM-U-LUFT_REGLER_ZONE_2_MIN_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCM; 6 in  Word DB451,DW219;0;;;;
pbt-SCM-U-LUFT_REGLER_ZONE_2_MIN_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCM; 6 in  Word DB451,DW239;0;;;;
pbt-SCM-U-LUFT_REGLER_ZONE_3_MIN_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCM; 7 in  Word DB451,DW179;0;;;;
pbt-SCM-U-LUFT_REGLER_ZONE_3_MIN_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCM; 7 in  Word DB451,DW199;0;;;;
pbt-SCM-U-LUFT_REGLER_ZONE_3_MIN_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCM; 7 in  Word DB451,DW219;0;;;;
pbt-SCM-U-LUFT_REGLER_ZONE_3_MIN_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCM; 7 in  Word DB451,DW239;0;;;;
pbt-SCM-U-QUALNUMMER_QUELLE_COMPUTER_ANZEIGE_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCM; 0 in  Word DB450,DW176;0;;;;
pbt-SCM-U-QUALNUMMER_QUELLE_COMPUTER_ANZEIGE_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCM; 0 in  Word DB450,DW196;0;;;;
pbt-SCM-U-QUALNUMMER_QUELLE_COMPUTER_ANZEIGE_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCM; 0 in  Word DB450,DW216;0;;;;
pbt-SCM-U-QUALNUMMER_QUELLE_COMPUTER_ANZEIGE_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCM; 0 in  Word DB450,DW236;0;;;;
pbt-SCM-U-QUALNUMMER_QUELLE_LEVEL_1_ANZEIGE_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCM; 1 in  Word DB450,DW176;0;;;;
pbt-SCM-U-QUALNUMMER_QUELLE_LEVEL_1_ANZEIGE_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCM; 1 in  Word DB450,DW196;0;;;;
pbt-SCM-U-QUALNUMMER_QUELLE_LEVEL_1_ANZEIGE_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCM; 1 in  Word DB450,DW216;0;;;;
pbt-SCM-U-QUALNUMMER_QUELLE_LEVEL_1_ANZEIGE_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCM; 1 in  Word DB450,DW236;0;;;;
pbt-SCM-U-SEKUNDAERKUEHLUNG_BEREIT_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCM;6 in  Word DB450,DW236;0;;;;
pbt-SCM-U-SEKUNDARKUHLUNG_BEREIT_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCM;6 in  Word DB450,DW196;0;;;;
pbt-SCM-U-SEKUNDARKUHLUNG_BEREIT_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCM;6 in  Word DB450,DW216;0;;;;
pbt-SCM-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_WA_ZO1-3_STRG_1;;Binary Tag;1;;Common_PLC-1;SCM; 2 in  Word DB451,DW177;0;;;;
pbt-SCM-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_WA_ZO1-3_STRG_2;;Binary Tag;1;;Common_PLC-1;SCM; 2 in  Word DB451,DW197;0;;;;
pbt-SCM-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_WA_ZO1-3_STRG_3;;Binary Tag;1;;Common_PLC-1;SCM; 2 in  Word DB451,DW217;0;;;;
pbt-SCM-U-SWQUELLE_BEDIENER_ANZEIGE_REGLER_WA_ZO1-3_STRG_4;;Binary Tag;1;;Common_PLC-1;SCM; 2 in  Word DB451,DW237;0;;;;
pbt-SCM-U-SWQUELLE_COMPUTER_ANZEIGE_REGLER_WA_ZO1-3_STRG_1;;Binary Tag;1;;Common_PLC-1;SCM; 3 in  Word DB451,DW177;0;;;;
pbt-SCM-U-SWQUELLE_COMPUTER_ANZEIGE_REGLER_WA_ZO1-3_STRG_2;;Binary Tag;1;;Common_PLC-1;SCM; 3 in  Word DB451,DW197;0;;;;
pbt-SCM-U-SWQUELLE_COMPUTER_ANZEIGE_REGLER_WA_ZO1-3_STRG_3;;Binary Tag;1;;Common_PLC-1;SCM; 3 in  Word DB451,DW217;0;;;;
pbt-SCM-U-SWQUELLE_COMPUTER_ANZEIGE_REGLER_WA_ZO1-3_STRG_4;;Binary Tag;1;;Common_PLC-1;SCM; 3 in  Word DB451,DW237;0;;;;
pbt-SCM-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_WA_ZO1-3_STRG_1;;Binary Tag;1;;Common_PLC-1;SCM; 7 in  Word DB451,DW177;0;;;;
pbt-SCM-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_WA_ZO1-3_STRG_2;;Binary Tag;1;;Common_PLC-1;SCM; 7 in  Word DB451,DW197;0;;;;
pbt-SCM-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_WA_ZO1-3_STRG_3;;Binary Tag;1;;Common_PLC-1;SCM; 7 in  Word DB451,DW217;0;;;;
pbt-SCM-U-SWQUELLE_LEVEL_1_ANZEIGE_REGLER_WA_ZO1-3_STRG_4;;Binary Tag;1;;Common_PLC-1;SCM; 7 in  Word DB451,DW237;0;;;;
pbt-SCM-U-WASSERDURCHFLUSS_REGLER_ZO1_MIN_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCM;4 in  Word DB450,DW178;0;;;;
pbt-SCM-U-WASSERDURCHFLUSS_REGLER_ZO1_MIN_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCM;4 in  Word DB450,DW198;0;;;;
pbt-SCM-U-WASSERDURCHFLUSS_REGLER_ZO1_MIN_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCM;4 in  Word DB450,DW218;0;;;;
pbt-SCM-U-WASSERDURCHFLUSS_REGLER_ZO1_MIN_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCM;4 in  Word DB450,DW238;0;;;;
pbt-SCM-U-WASSERDURCHFLUSS_REGLER_ZO2_MIN_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCM;5 in  Word DB450,DW178;0;;;;
pbt-SCM-U-WASSERDURCHFLUSS_REGLER_ZO2_MIN_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCM;5 in  Word DB450,DW198;0;;;;
pbt-SCM-U-WASSERDURCHFLUSS_REGLER_ZO2_MIN_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCM;5 in  Word DB450,DW218;0;;;;
pbt-SCM-U-WASSERDURCHFLUSS_REGLER_ZO2_MIN_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCM;5 in  Word DB450,DW238;0;;;;
pbt-SCM-U-WASSERDURCHFLUSS_REGLER_ZO3_MIN_STRANG_1;;Binary Tag;1;;Common_PLC-1;SCM;6 in  Word DB450,DW178;0;;;;
pbt-SCM-U-WASSERDURCHFLUSS_REGLER_ZO3_MIN_STRANG_2;;Binary Tag;1;;Common_PLC-1;SCM;6 in  Word DB450,DW198;0;;;;
pbt-SCM-U-WASSERDURCHFLUSS_REGLER_ZO3_MIN_STRANG_3;;Binary Tag;1;;Common_PLC-1;SCM;6 in  Word DB450,DW218;0;;;;
pbt-SCM-U-WASSERDURCHFLUSS_REGLER_ZO3_MIN_STRANG_4;;Binary Tag;1;;Common_PLC-1;SCM;6 in  Word DB450,DW238;0;;;;
pbt-SEX-A-ANTRIEB_1_STOERUNG;;Binary Tag;1;;Common_PLC-1;SEX; 3 in  Word DB451,DW21;0;;;;
pbt-SEX-A-ANTRIEB_2_STOERUNG;;Binary Tag;1;;Common_PLC-1;SEX; 4 in  Word DB451,DW21;0;;;;
pbt-SEX-D-ANTRIEB_1_AUS;;Binary Tag;1;;Common_PLC-1;SEX; 0 in  Word DB458,DW10;0;;;;
pbt-SEX-D-ANTRIEB_1_EIN;;Binary Tag;1;;Common_PLC-1;SEX; 7 in  Word DB459,DW10;0;;;;
pbt-SEX-D-ANTRIEB_2_AUS;;Binary Tag;1;;Common_PLC-1;SEX;2 in  Word DB458,DW10;0;;;;
pbt-SEX-D-ANTRIEB_2_EIN;;Binary Tag;1;;Common_PLC-1;SEX; 1 in  Word DB458,DW10;0;;;;
pbt-SEX-U-ANTRIEB_1_EIN;;Binary Tag;1;;Common_PLC-1;SEX; 6 in  Word DB451,DW140;0;;;;
pbt-SEX-U-ANTRIEB_2_EIN;;Binary Tag;1;;Common_PLC-1;SEX; 7 in  Word DB451,DW140;0;;;;
pbt-SEX-U-DAMPFABSAUGUNG_EIN;;Binary Tag;1;;Common_PLC-1;SEX; 0 in  Word DB451,DW146;0;;;;
pbt-STM-U-STEMPFELMASCHINE_1_IN_GRUNDSTELLUNG_STRANG_1;;Binary Tag;1;;Common_PLC-1;STM; 1 in  Word DB450,DW171;0;;;;
pbt-STM-U-STEMPFELMASCHINE_1_IN_GRUNDSTELLUNG_STRANG_2;;Binary Tag;1;;Common_PLC-1;STM; 1 in  Word DB450,DW191;0;;;;
pbt-STM-U-STEMPFELMASCHINE_1_IN_GRUNDSTELLUNG_STRANG_3;;Binary Tag;1;;Common_PLC-1;STM; 1 in  Word DB450,DW211;0;;;;
pbt-STM-U-STEMPFELMASCHINE_1_IN_GRUNDSTELLUNG_STRANG_4;;Binary Tag;1;;Common_PLC-1;STM; 1 in  Word DB450,DW231;0;;;;
pbt-STM-U-STEMPFELMASCHINE_2_IN_GRUNDSTELLUNG_STRANG_1;;Binary Tag;1;;Common_PLC-1;STM;2 in  Word DB450,DW171;0;;;;
pbt-STM-U-STEMPFELMASCHINE_2_IN_GRUNDSTELLUNG_STRANG_2;;Binary Tag;1;;Common_PLC-1;STM;2 in  Word DB450,DW191;0;;;;
pbt-STM-U-STEMPFELMASCHINE_2_IN_GRUNDSTELLUNG_STRANG_3;;Binary Tag;1;;Common_PLC-1;STM;2 in  Word DB450,DW211;0;;;;
pbt-STM-U-STEMPFELMASCHINE_2_IN_GRUNDSTELLUNG_STRANG_4;;Binary Tag;1;;Common_PLC-1;STM;2 in  Word DB450,DW231;0;;;;
pbt-STM-U-STEMPFELMASCHINE_IN_GRUNDSTELLUNG_STRANG_1;;Binary Tag;1;;Common_PLC-1;STM; 1 in  Word DB451,DW180;0;;;;
